name,version,license,classification,direct_dependency,integrity,resolved
esbuild,0.27.4,MIT,development,no,sha512-Rq4vbHnYkK5fws5NF7MYTU68FPRE1ajX7heQ/8QXXWqNgqqJ/GkmmyxIzUnf2Sr/bakf8l54716CcMGHYhMrrQ==,https://registry.npmjs.org/esbuild/-/esbuild-0.27.4.tgz
escape-string-regexp,4.0.0,MIT,development,no,sha512-TtpcNJ3XAzx3Gq8sWRzJaVajRs0uVxA2YAkdb1jm2YkPz4G6egUFAyA3n5vtEIZefPk5Wa4UXbKuS5fKkJWdgA==,https://registry.npmjs.org/escape-string-regexp/-/escape-string-regexp-4.0.0.tgz
eslint,10.1.0,MIT,development,yes,sha512-S9jlY/ELKEUwwQnqWDO+f+m6sercqOPSqXM5Go94l7DOmxHVDgmSFGWEzeE/gwgTAr0W103BWt0QLe/7mabIvA==,https://registry.npmjs.org/eslint/-/eslint-10.1.0.tgz
eslint-config-prettier,10.1.8,MIT,development,yes,sha512-82GZUjRS0p/jganf6q1rEO25VSoHH0hKPCTrgillPjdI/3bgBhAE1QzHrHTizjpRvy6pGAvKjDJtk2pF9NDq8w==,https://registry.npmjs.org/eslint-config-prettier/-/eslint-config-prettier-10.1.8.tgz
eslint-plugin-svelte,3.16.0,MIT,development,yes,sha512-DJXxqpYZUxcE0SfYo8EJzV2ZC+zAD7fJp1n1HwcEMRR1cOEUYvjT9GuzJeNghMjgb7uxuK3IJAzI+x6zzUxO5A==,https://registry.npmjs.org/eslint-plugin-svelte/-/eslint-plugin-svelte-3.16.0.tgz
eslint-scope,9.1.2,BSD-2-Clause,development,no,sha512-xS90H51cKw0jltxmvmHy2Iai1LIqrfbw57b79w/J7MfvDfkIkFZ+kj6zC3BjtUwh150HsSSdxXZcsuv72miDFQ==,https://registry.npmjs.org/eslint-scope/-/eslint-scope-9.1.2.tgz
eslint-scope,8.4.0,BSD-2-Clause,development,no,sha512-sNXOfKCn74rt8RICKMvJS7XKV/Xk9kA7DyJr8mJik3S7Cwgy3qlkkmyS2uQB3jiJg6VNdZd/pDBJu0nvG2NlTg==,https://registry.npmjs.org/eslint-scope/-/eslint-scope-8.4.0.tgz
eslint-visitor-keys,3.4.3,Apache-2.0,development,no,sha512-wpc+LXeiyiisxPlEkUzU6svyS1frIO3Mgxj1fdy7Pm8Ygzguax2N3Fa/D/ag1WqbOprdI+uY6wMUl8/a2G+iag==,https://registry.npmjs.org/eslint-visitor-keys/-/eslint-visitor-keys-3.4.3.tgz
eslint-visitor-keys,5.0.1,Apache-2.0,development,no,sha512-tD40eHxA35h0PEIZNeIjkHoDR4YjjJp34biM0mDvplBe//mB+IHCqHDGV7pxF+7MklTvighcCPPZC7ynWyjdTA==,https://registry.npmjs.org/eslint-visitor-keys/-/eslint-visitor-keys-5.0.1.tgz
eslint-visitor-keys,4.2.1,Apache-2.0,development,no,sha512-Uhdk5sfqcee/9H/rCOJikYz67o0a2Tw2hGRPOG2Y1R2dg7brRe1uG0yaNQDHu+TO/uQPF/5eCapvYSmHUjt7JQ==,https://registry.npmjs.org/eslint-visitor-keys/-/eslint-visitor-keys-4.2.1.tgz
esm-env,1.2.2,MIT,development,no,sha512-Epxrv+Nr/CaL4ZcFGPJIYLWFom+YeV1DqMLHJoEd9SYRxNbaFruBwfEX/kkHUJf55j2+TUbmDcmuilbP1TmXHA==,https://registry.npmjs.org/esm-env/-/esm-env-1.2.2.tgz
espree,11.2.0,BSD-2-Clause,development,no,sha512-7p3DrVEIopW1B1avAGLuCSh1jubc01H2JHc8B4qqGblmg5gI9yumBgACjWo4JlIc04ufug4xJ3SQI8HkS/Rgzw==,https://registry.npmjs.org/espree/-/espree-11.2.0.tgz
espree,10.4.0,BSD-2-Clause,development,no,sha512-j6PAQ2uUr79PZhBjP5C5fhl8e39FmRnOjsD5lGnWrFU8i2G776tBK7+nP8KuQUTTyAZUwfQqXAgrVH5MbH9CYQ==,https://registry.npmjs.org/espree/-/espree-10.4.0.tgz
esquery,1.7.0,BSD-3-Clause,development,no,sha512-Ap6G0WQwcU/LHsvLwON1fAQX9Zp0A2Y6Y/cJBl9r/JbW90Zyg4/zbG6zzKa2OTALELarYHmKu0GhpM5EO+7T0g==,https://registry.npmjs.org/esquery/-/esquery-1.7.0.tgz
esrap,2.2.4,MIT,development,no,sha512-suICpxAmZ9A8bzJjEl/+rLJiDKC0X4gYWUxT6URAWBLvlXmtbZd5ySMu/N2ZGEtMCAmflUDPSehrP9BQcsGcSg==,https://registry.npmjs.org/esrap/-/esrap-2.2.4.tgz
esrecurse,4.3.0,BSD-2-Clause,development,no,sha512-KmfKL3b6G+RXvP8N1vr3Tq1kL/oCFgn2NYXEtqP8/L3pKapUA4G8cFVaoF3SU323CD4XypR/ffioHmkti6/Tag==,https://registry.npmjs.org/esrecurse/-/esrecurse-4.3.0.tgz
estraverse,5.3.0,BSD-2-Clause,development,no,sha512-MMdARuVEQziNTeJD8DgMqmhwR11BRQ/cBP+pLtYdSTnf3MIO8fFeiINEbX36ZdNlfU/7A9f3gUw49B3oQsvwBA==,https://registry.npmjs.org/estraverse/-/estraverse-5.3.0.tgz
estree-walker,2.0.2,MIT,development,no,sha512-Rfkk/Mp/DL7JVje3u18FxFujQlTNR2q6QfMSMB7AvCBx91NGj/ba3kCfza0f6dVDbw7YlRf/nDrn7pQrCCyQ/w==,https://registry.npmjs.org/estree-walker/-/estree-walker-2.0.2.tgz
esutils,2.0.3,BSD-2-Clause,development,no,sha512-kVscqXk4OCp68SZ0dkgEKVi6/8ij300KBWTJq32P/dYeWTSwK41WyTxalN1eRmA5Z9UU/LX9D7FWSmV9SAYx6g==,https://registry.npmjs.org/esutils/-/esutils-2.0.3.tgz
fast-deep-equal,3.1.3,MIT,development,no,sha512-f3qQ9oQy9j2AhBe/H9VC91wLmKBCCU/gDOnKNAYG5hswO7BLKj09Hc5HYNz9cGI++xlpDCIgDaitVs03ATR84Q==,https://registry.npmjs.org/fast-deep-equal/-/fast-deep-equal-3.1.3.tgz
fast-json-stable-stringify,2.1.0,MIT,development,no,sha512-lhd/wF+Lk98HZoTCtlVraHtfh5XYijIjalXck7saUtuanSDyLMxnHhSXEDJqHxD7msR8D0uCmqlkwjCV8xvwHw==,https://registry.npmjs.org/fast-json-stable-stringify/-/fast-json-stable-stringify-2.1.0.tgz
fast-levenshtein,2.0.6,MIT,development,no,sha512-DCXu6Ifhqcks7TZKY3Hxp3y6qphY5SJZmrWMDrKcERSOXWQdMhU9Ig/PYrzyw/ul9jOIyh0N4M0tbC5hodg8dw==,https://registry.npmjs.org/fast-levenshtein/-/fast-levenshtein-2.0.6.tgz
fdir,6.5.0,MIT,development,no,sha512-tIbYtZbucOs0BRGqPJkshJUYdL+SDH7dVM8gjy+ERp3WAUjLEFJE+02kanyHtwjWOnwrKYBiwAmM0p4kLJAnXg==,https://registry.npmjs.org/fdir/-/fdir-6.5.0.tgz
file-entry-cache,8.0.0,MIT,development,no,sha512-XXTUwCvisa5oacNGRP9SfNtYBNAMi+RPwBFmblZEF7N7swHYQS6/Zfk7SRwx4D5j3CH211YNRco1DEMNVfZCnQ==,https://registry.npmjs.org/file-entry-cache/-/file-entry-cache-8.0.0.tgz
find-up,5.0.0,MIT,development,no,sha512-78/PXT1wlLLDgTzDs7sjq9hzz0vXD+zn+7wypEe4fXQxCmdmqfGsEPQxmiCSQI3ajFV91bVSsvNtrJRiW6nGng==,https://registry.npmjs.org/find-up/-/find-up-5.0.0.tgz
flat-cache,4.0.1,MIT,development,no,sha512-f7ccFPK3SXFHpx15UIGyRJ/FJQctuKZ0zVuN3frBo4HnK3cay9VEW0R6yPYFHC0AgqhukPzKjq22t5DmAyqGyw==,https://registry.npmjs.org/flat-cache/-/flat-cache-4.0.1.tgz
flatted,3.4.2,ISC,development,no,sha512-PjDse7RzhcPkIJwy5t7KPWQSZ9cAbzQXcafsetQoD7sOJRQlGikNbx7yZp2OotDnJyrDcbyRq3Ttb18iYOqkxA==,https://registry.npmjs.org/flatted/-/flatted-3.4.2.tgz
fsevents,2.3.3,MIT,development,no,sha512-5xoDfX+fL7faATnagmWPpbFtwh/R77WmMMqqHGS65C3vvB0YHrgF+B1YmZ3441tMj5n63k0212XNoJwzlhffQw==,https://registry.npmjs.org/fsevents/-/fsevents-2.3.3.tgz
function-bind,1.1.2,MIT,development,no,sha512-7XHNxH7qX9xG5mIwxkhumTox/MIRNcOgDrxWsMt2pAr23WHp6MrRlN7FBSFpCpr+oVO0F744iUgR82nJMfG2SA==,https://registry.npmjs.org/function-bind/-/function-bind-1.1.2.tgz
get-tsconfig,4.13.7,MIT,development,no,sha512-7tN6rFgBlMgpBML5j8typ92BKFi2sFQvIdpAqLA2beia5avZDrMs0FLZiM5etShWq5irVyGcGMEA1jcDaK7A/Q==,https://registry.npmjs.org/get-tsconfig/-/get-tsconfig-4.13.7.tgz
glob-parent,6.0.2,ISC,development,no,sha512-XxwI8EOhVQgWp6iDL+3b0r86f4d6AX6zSU55HfB4ydCEuXLXc5FcYeOu+nnGftS4TEju/11rt4KJPTMgbfmv4A==,https://registry.npmjs.org/glob-parent/-/glob-parent-6.0.2.tgz
globals,16.5.0,MIT,development,yes,sha512-c/c15i26VrJ4IRt5Z89DnIzCGDn9EcebibhAOjw5ibqEHsE1wLUgkPn9RDmNcUKyU87GeaL633nyJ+pplFR2ZQ==,https://registry.npmjs.org/globals/-/globals-16.5.0.tgz
globals,17.4.0,MIT,development,yes,sha512-hjrNztw/VajQwOLsMNT1cbJiH2muO3OROCHnbehc8eY5JyD2gqz4AcMHPqgaOR59DjgUjYAYLeH699g/eWi2jw==,https://registry.npmjs.org/globals/-/globals-17.4.0.tgz
graceful-fs,4.2.11,ISC,development,no,sha512-RbJ5/jmFcNNCcDV5o9eTnBLJ/HszWV0P73bc+Ff4nS/rJj+YaS6IGyiOL0VoBYX+l1Wrl3k63h/KrH+nhJ0XvQ==,https://registry.npmjs.org/graceful-fs/-/graceful-fs-4.2.11.tgz
hasown,2.0.3,MIT,development,no,sha512-ej4AhfhfL2Q2zpMmLo7U1Uv9+PyhIZpgQLGT1F9miIGmiCJIoCgSmczFdrc97mWT4kVY72KA+WnnhJ5pghSvSg==,https://registry.npmjs.org/hasown/-/hasown-2.0.3.tgz
ignore,7.0.5,MIT,development,no,sha512-Hs59xBNfUIunMFgWAbGX5cq6893IbWg4KnrjbYwX3tx0ztorVgTDA6B2sxf8ejHJ4wz8BqGUMYlnzNBer5NvGg==,https://registry.npmjs.org/ignore/-/ignore-7.0.5.tgz
ignore,5.3.2,MIT,development,no,sha512-hsBTNUqQTDwkWtcdYI2i06Y/nUBEsNEDJKjWdigLvegy8kDuJAS8uRlpkkcQpyEXL0Z/pjDy5HBmMjRCJ2gq+g==,https://registry.npmjs.org/ignore/-/ignore-5.3.2.tgz
imurmurhash,0.1.4,MIT,development,no,sha512-JmXMZ6wuvDmLiHEml9ykzqO6lwFbof0GG4IkcGaENdCRDDmMVnny7s5HsIgHCbaq0w2MyPhDqkhTUgS2LU2PHA==,https://registry.npmjs.org/imurmurhash/-/imurmurhash-0.1.4.tgz
is-core-module,2.16.2,MIT,development,no,sha512-evOr8xfXKxE6qSR0hSXL2r3sd7ALj8+7jQEUvPYcm5sgZFdJ+AYzT6yNmJenvIYQBgIGwfwz08sL8zoL7yq2BA==,https://registry.npmjs.org/is-core-module/-/is-core-module-2.16.2.tgz
is-extglob,2.1.1,MIT,development,no,sha512-SbKbANkN603Vi4jEZv49LeVJMn4yGwsbzZworEoyEiutsN3nJYdbO36zfhGJ6QEDpOZIFkDtnq5JRxmvl3jsoQ==,https://registry.npmjs.org/is-extglob/-/is-extglob-2.1.1.tgz
is-glob,4.0.3,MIT,development,no,sha512-xelSayHH36ZgE7ZWhli7pW34hNbNl8Ojv5KVmkJD4hBdD3th8Tfk9vYasLM+mXWOZhFkgZfxhLSnrwRr4elSSg==,https://registry.npmjs.org/is-glob/-/is-glob-4.0.3.tgz
is-module,1.0.0,MIT,development,no,sha512-51ypPSPCoTEIN9dy5Oy+h4pShgJmPCygKfyRCISBI+JoWT/2oJvK8QPxmwv7b/p239jXrm9M1mlQbyKJ5A152g==,https://registry.npmjs.org/is-module/-/is-module-1.0.0.tgz
is-reference,1.2.1,MIT,development,no,sha512-U82MsXXiFIrjCK4otLT+o2NA2Cd2g5MLoOVXUZjIOhLurrRxpEXzI8O0KZHr3IjLvlAH1kTPYSuqer5T9ZVBKQ==,https://registry.npmjs.org/is-reference/-/is-reference-1.2.1.tgz
is-reference,3.0.3,MIT,development,no,sha512-ixkJoqQvAP88E6wLydLGGqCJsrFUnqoH6HnaczB8XmDH1oaWU+xxdptvikTgaEhtZ53Ky6YXiBuUI2WXLMCwjw==,https://registry.npmjs.org/is-reference/-/is-reference-3.0.3.tgz
isexe,2.0.0,ISC,development,no,sha512-RHxMLp9lnKHGHRng9QFhRCMbYAcVpn69smSGcq3f36xjgVVWThj4qqLbTLlq7Ssj8B+fIQ1EuCEGI2lKsyQeIw==,https://registry.npmjs.org/isexe/-/isexe-2.0.0.tgz
jiti,2.6.1,MIT,development,no,sha512-ekilCSN1jwRvIbgeg/57YFh8qQDNbwDb9xT/qu2DAHbFFZUicIl4ygVaAvzveMhMVr3LnpSKTNnwt8PoOfmKhQ==,https://registry.npmjs.org/jiti/-/jiti-2.6.1.tgz
json-buffer,3.0.1,MIT,development,no,sha512-4bV5BfR2mqfQTJm+V5tPPdf+ZpuhiIvTuAB5g8kcrXOZpTT/QwwVRWBywX1ozr6lEuPdbHxwaJlm9G6mI2sfSQ==,https://registry.npmjs.org/json-buffer/-/json-buffer-3.0.1.tgz
json-schema-traverse,0.4.1,MIT,development,no,sha512-xbbCH5dCYU5T8LcEhhuh7HJ88HXuW3qsI3Y0zOZFKfZEHcpWiHU/Jxzk629Brsab/mMiHQti9wMP+845RPe3Vg==,https://registry.npmjs.org/json-schema-traverse/-/json-schema-traverse-0.4.1.tgz
json-stable-stringify-without-jsonify,1.0.1,MIT,development,no,sha512-Bdboy+l7tA3OGW6FjyFHWkP5LuByj1Tk33Ljyq0axyzdk9//JSi2u3fP1QSmd1KNwq6VOKYGlAu87CisVir6Pw==,https://registry.npmjs.org/json-stable-stringify-without-jsonify/-/json-stable-stringify-without-jsonify-1.0.1.tgz
keyv,4.5.4,MIT,development,no,sha512-oxVHkHR/EJf2CNXnWxRLW6mg7JyCCUcG0DtEGmL2ctUo1PNTin1PUil+r/+4r5MpVgC/fn1kjsx7mjSujKqIpw==,https://registry.npmjs.org/keyv/-/keyv-4.5.4.tgz
kleur,4.1.5,MIT,development,no,sha512-o+NO+8WrRiQEE4/7nwRJhN1HWpVmJm511pBHUxPLtp0BUISzlBplORYSmTclCnJvQq2tKu/sgl3xVpkc7ZWuQQ==,https://registry.npmjs.org/kleur/-/kleur-4.1.5.tgz
known-css-properties,0.37.0,MIT,development,no,sha512-JCDrsP4Z1Sb9JwG0aJ8Eo2r7k4Ou5MwmThS/6lcIe1ICyb7UBJKGRIUUdqc2ASdE/42lgz6zFUnzAIhtXnBVrQ==,https://registry.npmjs.org/known-css-properties/-/known-css-properties-0.37.0.tgz
levn,0.4.1,MIT,development,no,sha512-+bT2uH4E5LGE7h/n3evcS/sQlJXCpIp6ym8OWJ5eV6+67Dsql/LaaT7qJBAt2rzfoa/5QBGBhxDix1dMt2kQKQ==,https://registry.npmjs.org/levn/-/levn-0.4.1.tgz
lightningcss,1.32.0,MPL-2.0,development,no,sha512-NXYBzinNrblfraPGyrbPoD19C1h9lfI/1mzgWYvXUTe414Gz/X1FD2XBZSZM7rRTrMA8JL3OtAaGifrIKhQ5yQ==,https://registry.npmjs.org/lightningcss/-/lightningcss-1.32.0.tgz
lightningcss-android-arm64,1.32.0,MPL-2.0,development,no,sha512-YK7/ClTt4kAK0vo6w3X+Pnm0D2cf2vPHbhOXdoNti1Ga0al1P4TBZhwjATvjNwLEBCnKvjJc2jQgHXH0NEwlAg==,https://registry.npmjs.org/lightningcss-android-arm64/-/lightningcss-android-arm64-1.32.0.tgz
lightningcss-darwin-arm64,1.32.0,MPL-2.0,development,no,sha512-RzeG9Ju5bag2Bv1/lwlVJvBE3q6TtXskdZLLCyfg5pt+HLz9BqlICO7LZM7VHNTTn/5PRhHFBSjk5lc4cmscPQ==,https://registry.npmjs.org/lightningcss-darwin-arm64/-/lightningcss-darwin-arm64-1.32.0.tgz
lightningcss-darwin-x64,1.32.0,MPL-2.0,development,no,sha512-U+QsBp2m/s2wqpUYT/6wnlagdZbtZdndSmut/NJqlCcMLTWp5muCrID+K5UJ6jqD2BFshejCYXniPDbNh73V8w==,https://registry.npmjs.org/lightningcss-darwin-x64/-/lightningcss-darwin-x64-1.32.0.tgz
lightningcss-freebsd-x64,1.32.0,MPL-2.0,development,no,sha512-JCTigedEksZk3tHTTthnMdVfGf61Fky8Ji2E4YjUTEQX14xiy/lTzXnu1vwiZe3bYe0q+SpsSH/CTeDXK6WHig==,https://registry.npmjs.org/lightningcss-freebsd-x64/-/lightningcss-freebsd-x64-1.32.0.tgz
lightningcss-linux-arm-gnueabihf,1.32.0,MPL-2.0,development,no,sha512-x6rnnpRa2GL0zQOkt6rts3YDPzduLpWvwAF6EMhXFVZXD4tPrBkEFqzGowzCsIWsPjqSK+tyNEODUBXeeVHSkw==,https://registry.npmjs.org/lightningcss-linux-arm-gnueabihf/-/lightningcss-linux-arm-gnueabihf-1.32.0.tgz
lightningcss-linux-arm64-gnu,1.32.0,MPL-2.0,development,no,sha512-0nnMyoyOLRJXfbMOilaSRcLH3Jw5z9HDNGfT/gwCPgaDjnx0i8w7vBzFLFR1f6CMLKF8gVbebmkUN3fa/kQJpQ==,https://registry.npmjs.org/lightningcss-linux-arm64-gnu/-/lightningcss-linux-arm64-gnu-1.32.0.tgz
lightningcss-linux-arm64-musl,1.32.0,MPL-2.0,development,no,sha512-UpQkoenr4UJEzgVIYpI80lDFvRmPVg6oqboNHfoH4CQIfNA+HOrZ7Mo7KZP02dC6LjghPQJeBsvXhJod/wnIBg==,https://registry.npmjs.org/lightningcss-linux-arm64-musl/-/lightningcss-linux-arm64-musl-1.32.0.tgz
lightningcss-linux-x64-gnu,1.32.0,MPL-2.0,development,no,sha512-V7Qr52IhZmdKPVr+Vtw8o+WLsQJYCTd8loIfpDaMRWGUZfBOYEJeyJIkqGIDMZPwPx24pUMfwSxxI8phr/MbOA==,https://registry.npmjs.org/lightningcss-linux-x64-gnu/-/lightningcss-linux-x64-gnu-1.32.0.tgz
lightningcss-linux-x64-musl,1.32.0,MPL-2.0,development,no,sha512-bYcLp+Vb0awsiXg/80uCRezCYHNg1/l3mt0gzHnWV9XP1W5sKa5/TCdGWaR/zBM2PeF/HbsQv/j2URNOiVuxWg==,https://registry.npmjs.org/lightningcss-linux-x64-musl/-/lightningcss-linux-x64-musl-1.32.0.tgz
lightningcss-win32-arm64-msvc,1.32.0,MPL-2.0,development,no,sha512-8SbC8BR40pS6baCM8sbtYDSwEVQd4JlFTOlaD3gWGHfThTcABnNDBda6eTZeqbofalIJhFx0qKzgHJmcPTnGdw==,https://registry.npmjs.org/lightningcss-win32-arm64-msvc/-/lightningcss-win32-arm64-msvc-1.32.0.tgz
lightningcss-win32-x64-msvc,1.32.0,MPL-2.0,development,no,sha512-Amq9B/SoZYdDi1kFrojnoqPLxYhQ4Wo5XiL8EVJrVsB8ARoC1PWW6VGtT0WKCemjy8aC+louJnjS7U18x3b06Q==,https://registry.npmjs.org/lightningcss-win32-x64-msvc/-/lightningcss-win32-x64-msvc-1.32.0.tgz
lilconfig,2.1.0,MIT,development,no,sha512-utWOt/GHzuUxnLKxB6dk81RoOeoNeHgbrXiuGk4yyF5qlRz+iIVWu56E2fqGHFrXz0QNUhLB/8nKqvRH66JKGQ==,https://registry.npmjs.org/lilconfig/-/lilconfig-2.1.0.tgz
locate-character,3.0.0,MIT,development,no,sha512-SW13ws7BjaeJ6p7Q6CO2nchbYEc3X3J6WrmTTDto7yMPqVSZTUyY5Tjbid+Ab8gLnATtygYtiDIJGQRRn2ZOiA==,https://registry.npmjs.org/locate-character/-/locate-character-3.0.0.tgz
locate-path,6.0.0,MIT,development,no,sha512-iPZK6eYjbxRu3uB4/WZ3EsEIMJFMqAoopl3R+zuq0UjcAm/MO6KCweDgPfP3elTztoKP3KtnVHxTn2NHBSDVUw==,https://registry.npmjs.org/locate-path/-/locate-path-6.0.0.tgz
magic-string,0.30.21,MIT,development,no,sha512-vd2F4YUyEXKGcLHoq+TEyCjxueSeHnFxyyjNp80yg0XV4vUhnDer/lvvlqM/arB5bXQN5K2/3oinyCRyx8T2CQ==,https://registry.npmjs.org/magic-string/-/magic-string-0.30.21.tgz
mini-svg-data-uri,1.4.4,MIT,development,no,sha512-r9deDe9p5FJUPZAk3A59wGH7Ii9YrjjWw0jmw/liSbHl2CHiyXj6FcDXDu2K3TjVAXqiJdaw3xxwlZZr9E6nHg==,https://registry.npmjs.org/mini-svg-data-uri/-/mini-svg-data-uri-1.4.4.tgz
minimatch,10.2.4,BlueOak-1.0.0,development,no,sha512-oRjTw/97aTBN0RHbYCdtF1MQfvusSIBQM0IZEgzl6426+8jSC0nF1a/GmnVLpfB9yyr6g6FTqWqiZVbxrtaCIg==,https://registry.npmjs.org/minimatch/-/minimatch-10.2.4.tgz
mri,1.2.0,MIT,development,no,sha512-tzzskb3bG8LvYGFF/mDTpq3jpI6Q9wc3LEmBaghu+DdCssd1FakN7Bc0hVNmEyGq1bq3RgfkCb3cmQLpNPOroA==,https://registry.npmjs.org/mri/-/mri-1.2.0.tgz
mrmime,2.0.1,MIT,development,no,sha512-Y3wQdFg2Va6etvQ5I82yUhGdsKrcYox6p7FfL1LbK2J4V01F9TGlepTIhnK24t7koZibmg82KGglhA1XK5IsLQ==,https://registry.npmjs.org/mrmime/-/mrmime-2.0.1.tgz
ms,2.1.3,MIT,development,no,sha512-6FlzubTLZG3J2a/NVCAleEhjzq5oxgHyaCU9yYXvcLsvoVaHJq/s5xXI6/XXP6tz7R9xAOtHnSO/tXtF3WRTlA==,https://registry.npmjs.org/ms/-/ms-2.1.3.tgz
nanoid,3.3.11,MIT,development,no,sha512-N8SpfPUnUp1bK+PMYW8qSWdl9U+wwNWI4QKxOYDy9JAro3WMX7p2OeVRF9v+347pnakNevPmiHhNmZ2HbFA76w==,https://registry.npmjs.org/nanoid/-/nanoid-3.3.11.tgz
natural-compare,1.4.0,MIT,development,no,sha512-OWND8ei3VtNC9h7V60qff3SVobHr996CTwgxubgyQYEpg290h9J0buyECNNJexkFm5sOajh5G116RYA1c8ZMSw==,https://registry.npmjs.org/natural-compare/-/natural-compare-1.4.0.tgz
obug,2.1.1,MIT,development,no,sha512-uTqF9MuPraAQ+IsnPf366RG4cP9RtUi7MLO1N3KEc+wb0a6yKpeL0lmk2IB1jY5KHPAlTc6T/JRdC/YqxHNwkQ==,https://registry.npmjs.org/obug/-/obug-2.1.1.tgz
optionator,0.9.4,MIT,development,no,sha512-6IpQ7mKUxRcZNLIObR0hz7lxsapSSIYNZJwXPGeF0mTVqGKFIXj1DQcMoT22S3ROcLyY/rz0PWaWZ9ayWmad9g==,https://registry.npmjs.org/optionator/-/optionator-0.9.4.tgz
p-limit,3.1.0,MIT,development,no,sha512-TYOanM3wGwNGsZN2cVTYPArw454xnXj5qmWF1bEoAc4+cU/ol7GVh7odevjp1FNHduHc3KZMcFduxU5Xc6uJRQ==,https://registry.npmjs.org/p-limit/-/p-limit-3.1.0.tgz
p-locate,5.0.0,MIT,development,no,sha512-LaNjtRWUBY++zB5nE/NwcaoMylSPk+S+ZHNB1TzdbMJMny6dynpAGt7X/tl/QYq3TIeE6nxHppbo2LGymrG5Pw==,https://registry.npmjs.org/p-locate/-/p-locate-5.0.0.tgz
path-exists,4.0.0,MIT,development,no,sha512-ak9Qy5Q7jYb2Wwcey5Fpvg2KoAc/ZIhLSLOSBmRmygPsGwkVVt0fZa0qrtMz+m6tJTAHfZQ8FnmB4MG4LWy7/w==,https://registry.npmjs.org/path-exists/-/path-exists-4.0.0.tgz
path-key,3.1.1,MIT,development,no,sha512-ojmeN0qd+y0jszEtoY48r0Peq5dwMEkIlCOu6Q5f41lfkswXuKtYrhgoTpLnyIcHm24Uhqx+5Tqm2InSwLhE6Q==,https://registry.npmjs.org/path-key/-/path-key-3.1.1.tgz
path-parse,1.0.7,MIT,development,no,sha512-LDJzPVEEEPR+y48z93A0Ed0yXb8pAByGWo/k5YYdYgpY2/2EsOsksJrq7lOHxryrVOn1ejG6oAp8ahvOIQD8sw==,https://registry.npmjs.org/path-parse/-/path-parse-1.0.7.tgz
picocolors,1.1.1,ISC,development,no,sha512-xceH2snhtb5M9liqDsmEw56le376mTZkEX/jEb/RxNFyegNul7eNslCXP9FDj/Lcu0X8KEyMceP2ntpaHrDEVA==,https://registry.npmjs.org/picocolors/-/picocolors-1.1.1.tgz
picomatch,4.0.4,MIT,development,no,sha512-QP88BAKvMam/3NxH6vj2o21R6MjxZUAd6nlwAS/pnGvN9IVLocLHxGYIzFhg6fUQ+5th6P4dv4eW9jX3DSIj7A==,https://registry.npmjs.org/picomatch/-/picomatch-4.0.4.tgz
postcss,8.5.8,MIT,development,no,sha512-OW/rX8O/jXnm82Ey1k44pObPtdblfiuWnrd8X7GJ7emImCOstunGbXUpp7HdBrFQX6rJzn3sPT397Wp5aCwCHg==,https://registry.npmjs.org/postcss/-/postcss-8.5.8.tgz
postcss-load-config,3.1.4,MIT,development,no,sha512-6DiM4E7v4coTE4uzA8U//WhtPwyhiim3eyjEMFCnUpzbrkK9wJHgKDT2mR+HbtSrd/NubVaYTOpSpjUl8NQeRg==,https://registry.npmjs.org/postcss-load-config/-/postcss-load-config-3.1.4.tgz
postcss-safe-parser,7.0.1,MIT,development,no,sha512-0AioNCJZ2DPYz5ABT6bddIqlhgwhpHZ/l65YAYo0BCIn0xiDpsnTHz0gnoTGk0OXZW0JRs+cDwL8u/teRdz+8A==,https://registry.npmjs.org/postcss-safe-parser/-/postcss-safe-parser-7.0.1.tgz
postcss-scss,4.0.9,MIT,development,no,sha512-AjKOeiwAitL/MXxQW2DliT28EKukvvbEWx3LBmJIRN8KfBGZbRTxNYW0kSqi1COiTZ57nZ9NW06S6ux//N1c9A==,https://registry.npmjs.org/postcss-scss/-/postcss-scss-4.0.9.tgz
postcss-selector-parser,6.0.10,MIT,development,no,sha512-IQ7TZdoaqbT+LCpShg46jnZVlhWD2w6iQYAcYXfHARZ7X1t/UGhhceQDs5X0cGqKvYlHNOuv7Oa1xmb0oQuA3w==,https://registry.npmjs.org/postcss-selector-parser/-/postcss-selector-parser-6.0.10.tgz
postcss-selector-parser,7.1.1,MIT,development,no,sha512-orRsuYpJVw8LdAwqqLykBj9ecS5/cRHlI5+nvTo8LcCKmzDmqVORXtOIYEEQuL9D4BxtA1lm5isAqzQZCoQ6Eg==,https://registry.npmjs.org/postcss-selector-parser/-/postcss-selector-parser-7.1.1.tgz
prelude-ls,1.2.1,MIT,development,no,sha512-vkcDPrRZo1QZLbn5RLGPpg/WmIQ65qoWWhcGKf/b5eplkkarX0m9z8ppCat4mlOqUsWpyNuYgO3VRyrYHSzX5g==,https://registry.npmjs.org/prelude-ls/-/prelude-ls-1.2.1.tgz
prettier,3.8.1,MIT,development,yes,sha512-UOnG6LftzbdaHZcKoPFtOcCKztrQ57WkHDeRD9t/PTQtmT0NHSeWWepj6pS0z/N7+08BHFDQVUrfmfMRcZwbMg==,https://registry.npmjs.org/prettier/-/prettier-3.8.1.tgz
